PlanningLocation,minimumDwell,stationCode,locationName,subdivision,MonitoringLocation,LocationGroup,
EDINPRK,+02 ,EDP,Edinburgh Park            ,702,04039,Scotland's Railway    ,
EDINSTE,+02 ,   ,Edinburgh S.& T.E.        ,702,00000,Scotland's Railway    ,
EDMNGRN,+02 ,EDR,Edmonton Green            ,202,51949,Eastern               ,
EDNB   ,+02 ,EBR,Edenbridge                ,604,87736,Southern              ,
EDNT   ,+02 ,EBT,Edenbridge Town           ,617,87760,Southern              ,
EDPK   ,+02 ,EDN,Eden Park                 ,602,88325,Southern              ,
EDULWCH,+02 ,EDW,East Dulwich              ,606,87610,Southern              ,
EFARLGH,+02 ,EFL,East Farleigh             ,603,89322,Southern              ,
EFLDPL ,+02 ,   ,Eastfield Passenger Loop  ,702,06432,Scotland's Railway    ,
EFLDTMD,+02 ,XED,Eastfield H.S.            ,702,06430,Scotland's Railway    ,
EFNG322,+02 ,   ,Effingham Jn Signal GD1322,610,87076,Southern              ,
EFNGHMJ,+02 ,EFF,Effingham Junction        ,610,87071,Southern              ,
EFNGJNK,+02 ,XFF,Effingham Junction Neck   ,610,87073,Southern              ,
EFNGS98,+02 ,   ,Effingham Jn Signal WX98  ,610,87071,Southern              ,
EFNGSHD,+02 ,XEJ,Effingham Jn. C.H.S.      ,610,87056,Southern              ,
EGATEBC,+02 ,   ,Eastgate Blue Circle      ,308,15811,Eastern               ,
EGBRFLH,+02 ,   ,Eggborough P.S. (FLHH)    ,312,18006,Eastern               ,
EGBRGBF,+02 ,   ,Eggborough P.S. (GBRF)    ,312,17995,Eastern               ,
EGBROPS,+02 ,   ,Eggborough Power Station  ,312,18007,Eastern               ,
EGGESFD,+02 ,EGG,Eggesford                 ,404,83232,Wales and Western     ,
EGHAM  ,+02 ,EGH,Egham                     ,609,87107,Southern              ,
EGLNSTJ,+02 ,   ,Eglinton St Jn            ,701,07245,Scotland's Railway    ,
EGLSCDL,+02 ,   ,Eaglescliffe Down Loop    ,308,15704,Eastern               ,
EGLSCLF,+02 ,EAG,Eaglescliffe              ,308,15701,Eastern               ,
EGLSMSL,+02 ,   ,Eaglescliffe Marshalls EWS,308,15700,Eastern               ,
EGNGTNJ,+00H,   ,Egginton Jn               ,127,57461,Eastern               ,
EGRFRTH,+02 ,EGF,East Garforth             ,305,16603,Eastern               ,
EGRMECC,+02 ,   ,East Grimstead E.C.C.     ,612,86113,Southern              ,
EGRNSID,+02 ,   ,East Grinstead Sidings    ,617,87758,Southern              ,
EGRNSTD,+02 ,EGR,East Grinstead            ,617,87759,Southern              ,
EGTON  ,+02 ,EGT,Egton                     ,308,15519,Eastern               ,
EHMDCEJ,+02 ,   ,East Ham Dep Country E. Jn,210,51603,Eastern               ,
EHMEMUD,+02 ,EHD,East Ham E.M.U.D.         ,210,51602,Eastern               ,
EHOLMSB,+02 ,   ,East Holmes S B           ,304,44036,Eastern               ,
EJSTNGB,+00H,   ,Eastern Jn (Sittingbourne),614,89139,Southern              ,
EKILBRD,+02 ,EKL,East Kilbride             ,701,07231,Scotland's Railway    ,
ELBOWNJ,+02 ,   ,Elbowend Jn               ,702,00000,Scotland's Railway    ,
ELDR143,+02 ,   ,Elderslie Sig PE143       ,701,07120,Scotland's Railway    ,
ELDRDRS,+02 ,   ,Elderslie US (DRS)        ,701,07114,Scotland's Railway    ,
ELDRFLT,+02 ,   ,Elderslie (Fliner)        ,701,07111,Scotland's Railway    ,
ELDRSCE,+02 ,   ,Elderslie C.E.            ,701,07112,Scotland's Railway    ,
ELDRSLI,+02 ,   ,Elderslie                 ,701,07112,Scotland's Railway    ,
ELDRUPL,+02 ,   ,Elderslie U.P.L.          ,701,07113,Scotland's Railway    ,
ELFORDL,+02 ,   ,Elford                    ,127,66007,North West and Central,
ELGH   ,+02 ,ESL,Eastleigh                 ,611,86087,Southern              ,
ELGH103,+02 ,   ,Eastleigh Signal E103     ,611,00000,Southern              ,
ELGH105,+02 ,   ,Eastleigh Sig. E105       ,611,00000,Southern              ,
ELGH222,+02 ,   ,Eastleigh Signal 222      ,611,86102,Southern              ,
ELGH228,+02 ,   ,Eastleigh Signal E228     ,611,86134,Southern              ,
ELGH230,+02 ,   ,Eastleigh Signal E230     ,611,86102,Southern              ,
ELGH241,+02 ,   ,Eastleigh Depot Signal 241,611,86147,Southern              ,
ELGH243,+02 ,   ,Eastleigh Depot Signal 243,611,86148,Southern              ,
ELGH245,+02 ,   ,Eastleigh Dep Ent/Ext Sig ,611,86146,Southern              ,
ELGH26 ,+02 ,   ,Eastleigh Signal E26      ,611,00000,Southern              ,
ELGH32 ,+02 ,   ,Eastleigh Signal E32      ,611,00000,Southern              ,
ELGH372,+02 ,   ,Eastleigh Signal EH372    ,611,86151,Southern              ,
ELGH81 ,+02 ,   ,Eastleigh Sig. E81        ,611,86087,Southern              ,
ELGH85 ,+02 ,   ,Eastleigh Signal E85      ,611,86143,Southern              ,
ELGH862,+02 ,   ,Eastleigh Signal E862     ,611,86141,Southern              ,
ELGH97 ,+02 ,   ,Eastleigh Signal E97      ,611,86149,Southern              ,
ELGHABK,+02 ,XEW,Allbrook                  ,611,86104,Southern              ,
ELGHAFL,+02 ,   ,Eastleigh Works-Alstom-FL ,611,86127,Southern              ,
ELGHAGG,+02 ,   ,Eastleigh Aggregate Sdgs  ,611,86099,Southern              ,
ELGHBRM,+02 ,XFB,Eastleigh Arlington (Zg)  ,611,86092,Southern              ,
ELGHDCS,+02 ,XEX,Eastleigh D.C.S.          ,611,86085,Southern              ,
ELGHE28,+02 ,   ,Eastleigh Signal E28      ,611,00000,Southern              ,
ELGHEJN,+02 ,   ,Eastleigh East Jn         ,611,86102,Southern              ,
ELGHENY,+02 ,   ,Eastleigh East Yard       ,611,86090,Southern              ,
ELGHFLD,+02 ,   ,Eastleigh Dpt Freightliner,611,86098,Southern              ,
ELGHGBR,+02 ,   ,Eastleigh Works GBRF      ,611,86109,Southern              ,
ELGHHS ,+02 ,   ,Eastleigh H.S.            ,611,86091,Southern              ,
ELGHLWR,+02 ,   ,Eastleigh Lwr Depot       ,611,86089,Southern              ,
ELGHMCS,+02 ,   ,Eastleigh Marcroft Siding ,611,86095,Southern              ,
ELGHMY ,+02 ,   ,Eastleigh Marshalling Yard,611,86140,Southern              ,
ELGHPAD,+02 ,   ,Eastleigh Axiom C&W Sdgs  ,611,86094,Southern              ,
ELGHSCS,+02 ,   ,Eastleigh Depot CS        ,611,00000,Southern              ,
ELGHSFP,+02 ,   ,Eastleigh Depot FP        ,611,00000,Southern              ,
ELGHSJN,+02 ,   ,Eastleigh South Jn        ,611,86097,Southern              ,
ELGHTMD,+02 ,XEH,Eastleigh TRSMD           ,611,86093,Southern              ,
ELGHVQ ,+02 ,   ,Eastleigh Virtual Quarry  ,611,86105,Southern              ,
ELGHWJN,+00H,   ,Eastleigh West Junction   ,611,86106,Southern              ,
ELGIN  ,+02 ,ELG,Elgin                     ,712,02007,Scotland's Railway    ,
ELGINSB,+02 ,   ,Elgin S.B.                ,712,02006,Scotland's Railway    ,
ELGINY ,+02 ,   ,Elgin Yard                ,712,02008,Scotland's Railway    ,
ELINTON,+02 ,   ,East Linton               ,702,00000,Scotland's Railway    ,
ELLAND ,+02 ,ELN,Elland                    ,311,18453,Eastern               ,
ELLBNTH,+02 ,   ,ELL Boundary North        ,625,87592,Southern              ,
ELLBSTH,+02 ,   ,ELL Boundary South        ,625,87592,Southern              ,
ELMERSE,+02 ,ELE,Elmers End                ,602,88321,Southern              ,
ELMSWEL,+02 ,ESW,Elmswell                  ,205,46404,Eastern               ,
ELMTNAC,+02 ,   ,Elmton & Creswell Jn      ,304,28001,Eastern               ,
ELMW   ,+02 ,ESD,Elmstead Woods            ,634,88468,Southern              ,
ELPHNAC,+02 ,EPH,Elephant & Castle         ,622,87246,Southern              ,
ELSC   ,+02 ,ELR,Elsecar                   ,304,25308,Eastern               ,
ELSENHM,+02 ,ESM,Elsenham                  ,203,47335,Eastern               ,
ELSHAM ,+02 ,   ,Elsham                    ,306,22002,Eastern               ,
ELSMCFL,+02 ,   ,Cawoods Freightliner      ,504,38327,North West and Central,
ELSMGBF,+02 ,   ,Ellesmere Port GBF        ,504,38325,North West and Central,
ELSMLHS,+02 ,   ,Ellesmere Port L.H.S.     ,504,38320,North West and Central,
ELSMMWF,+02 ,   ,Ellesmere Port M Wharf FHH,504,38326,North West and Central,
ELSMPCS,+02 ,   ,Ellesmere Port Cawoods    ,504,38322,North West and Central,
ELSMPDB,+02 ,   ,Ellesmere Port (DBC)      ,504,38324,North West and Central,
ELSMPFH,+02 ,   ,Ellesmere Port (FHH)      ,504,38323,North West and Central,
ELSMPGY,+02 ,   ,Ellesmere Port Goods Yard ,504,38341,North West and Central,
ELSMPOC,+02 ,   ,Ellesmere Port Asstd Octel,504,38352,North West and Central,
ELSMPRT,+02 ,ELP,Ellesmere Port            ,504,38317,North West and Central,
ELSMPTC,+02 ,   ,Ellesmere Port T.C.       ,504,38320,North West and Central,
ELSMRPE,+02 ,   ,Ellesmere Port East Sdgs  ,504,38320,North West and Central,
ELSMRPW,+02 ,   ,Ellesmere Port West Sdgs  ,504,38318,North West and Central,
ELSMUDG,+02 ,   ,Ellesmere Port U&DGL      ,504,38351,North West and Central,
ELSTORS,+02 ,   ,Elstow Redland Sdg        ,103,62199,Eastern               ,
ELSTOW ,+02 ,   ,Elstow                    ,103,62197,Eastern               ,
ELTHAM ,+02 ,ELW,Eltham                    ,602,88418,Southern              ,
ELTON  ,+02 ,ELO,Elton & Orston            ,107,44514,Eastern               ,
ELTR   ,+02 ,ELS,Elstree & Borehamwood     ,103,63212,Eastern               ,
ELVFOOT,+02 ,   ,Elvanfoot                 ,708,07984,Scotland's Railway    ,
ELVWATV,+02 ,   ,Elvan Water Viaduct       ,708,07991,Scotland's Railway    ,
ELWD   ,+02 ,EWD,Earlswood (West Midlands) ,109,66447,North West and Central,
ELYY   ,+02 ,Ely,Ely                       ,203,46273,Eastern               ,
ELYY259,+02 ,   ,Ely Signal CA259          ,203,46286,Eastern               ,
ELYY776,+02 ,   ,Ely North Sig CA776 (GPL) ,203,46291,Eastern               ,
ELYYDLN,+02 ,   ,Ely Dock Jn               ,203,46275,Eastern               ,
ELYYDTS,+02 ,   ,Ely Down Through Siding   ,203,46274,Eastern               ,
ELYYFLT,+02 ,   ,Ely Papworth Sidings FLT  ,203,46267,Eastern               ,
ELYYGBF,+02 ,   ,Ely Papworth Sdgs GBRF    ,203,46290,Eastern               ,
ELYYNJN,+02 ,XYE,Ely North Jn              ,203,46272,Eastern               ,
ELYYPAW,+02 ,   ,Ely MLF Papworth Sidings  ,203,46271,Eastern               ,
ELYYREC,+02 ,   ,Ely Recp                  ,203,46274,Eastern               ,
ELYYUGL,+02 ,   ,Ely Up Goods Loop         ,203,46292,Eastern               ,
ELYYWJN,+02 ,   ,Ely West Jn               ,203,46270,Eastern               ,
EMALING,+02 ,EML,East Malling              ,604,89411,Southern              ,
EMGTWT ,+02 ,   ,East Mids Gateway Terminal,107,56623,Eastern               ,
EMPKWAY,+02 ,EMD,East Midlands Parkway     ,107,56650,Eastern               ,
EMRSPKH,+02 ,EMP,Emerson Park              ,204,50391,Eastern               ,
EMSWTH ,+02 ,EMS,Emsworth                  ,620,86343,Southern              ,
ENFC   ,+02 ,ENC,Enfield Chase             ,301,53301,Eastern               ,
ENFL531,+02 ,   ,Enfield Town Signal L5531 ,202,51945,Eastern               ,
ENFLDLK,+02 ,ENL,Enfield Lock              ,202,51913,Eastern               ,
ENFLDTN,+02 ,Enf,Enfield Town              ,202,51946,Eastern               ,
ENTWISL,+02 ,ENT,Entwistle                 ,508,29175,North West and Central,
EPCKHMR,+02 ,   ,East Peckham Reverse      ,604,89320,Southern              ,
EPCKHMT,+02 ,   ,East Peckham Tip          ,604,89319,Southern              ,
EPHT   ,+02 ,ZEL,Elephant & Castle (LT)    ,111,72359,North West and Central,
EPSDNS ,+02 ,EPD,Epsom Downs               ,601,87692,Southern              ,
EPSM   ,+02 ,EPS,Epsom                     ,639,87681,Southern              ,
EPSM181,+02 ,   ,Epsom Sig W1181           ,639,87684,Southern              ,
EPSM444,+02 ,   ,Epsom Sig 444             ,639,87681,Southern              ,
EPSM456,+02 ,   ,Epsom Sig 456             ,639,87682,Southern              ,
EPSMBAL,+02 ,   ,Epsom (Ballast)           ,639,87680,Southern              ,
EPSMDS ,+02 ,   ,Epsom - Down Sidings      ,639,87682,Southern              ,
EPSMSW ,+02 ,   ,Epsom                     ,639,87681,Southern              ,
EPSMUS ,+02 ,XFK,Epsom - Up Sidings        ,639,87682,Southern              ,
EPUTNEY,+02 ,ZPU,East Putney               ,609,87243,Southern              ,
ERDNGTN,+02 ,ERD,Erdington                 ,106,65606,North West and Central,
ERGNCHP,+02 ,ECP,Energlyn & Churchill Park ,408,78370,Wales and Western     ,
ERIDBUS,+02 ,ERB,Eridge (A26 Bus Stop)     ,617,00000,Southern              ,
ERIDGE ,+02 ,ERI,Eridge                    ,617,87764,Southern              ,
ERIGCRO,+02 ,   ,Eastriggs Crossover       ,505,09036,North West and Central,
ERIGMOD,+02 ,   ,Eastriggs M.O.D.          ,505,09035,North West and Central,
ERITH  ,+02 ,ERH,Erith                     ,603,88604,Southern              ,
ERITHLP,+02 ,   ,Erith Loop                ,603,88426,Southern              ,
ERLEBCI,+02 ,   ,Hope Sidings (B.C.I.)     ,501,34006,North West and Central,
ERLEFHH,+02 ,   ,Hope (Earles Sidings) FHH ,501,34004,North West and Central,
ERLEHES,+02 ,   ,Hope (Earles Sidings) DBS ,501,34007,North West and Central,
ERLESDG,+02 ,   ,Earles Sdgs S.B.          ,501,34009,North West and Central,
ERLFLD ,+02 ,EAD,Earlsfield                ,609,87250,Southern              ,
ERLSTSJ,+00H,   ,Earlestown South Jn       ,502,35327,North West and Central,
ERLSTWJ,+00H,   ,Earlestown West Jn        ,502,35328,North West and Central,
ERLSTWN,+02 ,ERL,Earlestown                ,502,35325,North West and Central,
ERLSUDL,+02 ,   ,Earlstown Up & Down Loop  ,502,35326,North West and Central,
ERLY   ,+02 ,EAR,Earley                    ,610,87002,Southern              ,
ERROLCE,+02 ,   ,Errol C.E.                ,714,03068,Scotland's Railway    ,
ERROLLC,+02 ,   ,Errol                     ,714,03069,Scotland's Railway    ,
ERSTHCS,+02 ,   ,Earlseat Hall Construction,702,03231,Scotland's Railway    ,
ESHER  ,+02 ,ESH,Esher                     ,609,86002,Southern              ,
ESHS   ,+02 ,EST,Easterhouse               ,703,06712,Scotland's Railway    ,
ESJLEDS,+02 ,XES,Engine Shed Jn            ,305,17149,Eastern               ,
ESKBANK,+02 ,EKB,Eskbank                   ,718,04709,Scotland's Railway    ,
ESKDALE,+02 ,   ,Eskdale (Dalegarth)       ,505,00000,North West and Central,
ESKMLS ,+02 ,   ,Eskmeals                  ,524,11207,North West and Central,
ESNTNWS,+02 ,   ,Essington Wood Sdgs       ,106,65515,North West and Central,
ESSEXRD,+02 ,EXR,Essex Road                ,301,54295,Eastern               ,
ESTFLDS,+02 ,MTC,Mitcham Eastfields        ,601,87659,Southern              ,
ESTHRAK,+02 ,ERA,Eastham Rake              ,504,38220,North West and Central,
ESTRNGT,+02 ,EGN,Eastrington               ,313,19218,Eastern               ,
ESTSOMJ,+00H,   ,East Somerset Jn          ,404,82241,Wales and Western     ,
ETCHNGM,+02 ,ETC,Etchingham                ,604,89394,Southern              ,
ETILBRY,+02 ,ETL,East Tilbury              ,210,51130,Eastern               ,
ETRUGJN,+02 ,   ,Grange Jn                 ,102,43114,North West and Central,
EURODS ,+02 ,   ,Eurotunnel Diesel Shed    ,616,89702,Southern              ,
EUROHS ,+02 ,   ,Eurotunnel Depot Headshunt,616,89701,Southern              ,
EUSKALS,+02 ,   ,East Usk Branch Alphasteel,403,76116,Wales and Western     ,
EUSKBCH,+02 ,   ,East Usk Branch           ,403,76117,Wales and Western     ,
EUSKBDP,+02 ,   ,East Usk Branch Birdport  ,403,76126,Wales and Western     ,
EUSKJN ,+00H,   ,East Usk Jn               ,403,76114,Wales and Western     ,
EUSKJNY,+02 ,   ,East Usk Jn. N. Y.        ,403,76120,Wales and Western     ,
EUSKORB,+02 ,   ,East Usk Orb Works EWS    ,403,76115,Wales and Western     ,
EUST102,+02 ,   ,Euston Sig WM102          ,101,72405,North West and Central,
EUST104,+02 ,   ,Euston Sig WM104          ,101,72407,North West and Central,
EUST284,+02 ,   ,Euston Sig WM284          ,101,72409,North West and Central,
EUST286,+02 ,   ,Euston Sig WM286          ,101,72397,North West and Central,
EUST308,+02 ,   ,Euston Sig WM308          ,101,72396,North West and Central,
EUST310,+02 ,   ,Euston Sig WM310          ,101,72395,North West and Central,
EUST473,+02 ,   ,Euston Sig WM473          ,101,72394,North West and Central,
EUST488,+02 ,   ,Euston Sig WM488          ,101,72393,North West and Central,
EUST501,+02 ,   ,Euston Sig WM501          ,101,72392,North West and Central,
EUST510,+02 ,   ,Euston Sig WM510          ,101,72391,North West and Central,
EUST512,+02 ,   ,Euston Sig WM512          ,101,72390,North West and Central,
EUST610,+02 ,   ,Euston Sig WM610          ,101,72389,North West and Central,
EUSTBAL,+02 ,   ,Euston Ballast            ,101,72411,North West and Central,
EUSTDCN,+02 ,   ,Euston Down Carr Shed Neck,101,72403,North West and Central,
EUSTNHS,+02 ,   ,Euston H.S.               ,101,72408,North West and Central,
EUSTON ,+02 ,EUS,London Euston             ,101,72410,North West and Central,
EUSTPKS,+02 ,   ,Park Street Mbr Site      ,101,71033,North West and Central,
EUSTRES,+02 ,XEN,Euston R.E.S.             ,101,72402,North West and Central,
EUSTUCS,+02 ,XEU,Euston Up Carriage Shed   ,101,72406,North West and Central,
EUXT   ,+02 ,EBA,Euxton Balshaw Lane       ,503,30163,North West and Central,
EUXTONJ,+00H,XOU,Euxton Jn                 ,503,30164,North West and Central,
EUXTSGF,+02 ,   ,Euxton R.O.F. Sdgs G.F.   ,503,30202,North West and Central,
EVANTON,+02 ,   ,Evanton                   ,710,01060,Scotland's Railway    ,
EVERSHT,+02 ,   ,Evershot                  ,404,82317,Wales and Western     ,
EVESHAM,+02 ,EVE,Evesham                   ,439,67351,Wales and Western     ,
EVESSB ,+02 ,   ,Evesham S.B.              ,439,67352,Wales and Western     ,
EVESWJN,+00H,   ,Evesham West Jn           ,439,67353,Wales and Western     ,
EVNTNIB,+02 ,   ,Evanton I.B.              ,710,01060,Scotland's Railway    ,
EWELLE ,+02 ,EWE,Ewell East                ,639,87679,Southern              ,
EWELW  ,+02 ,EWW,Ewell West                ,609,87304,Southern              ,
EWERSTJ,+00H,   ,Ewer Street Junction      ,602,88386,Southern              ,
EWRTHNG,+02 ,EWR,East Worthing             ,608,87993,Southern              ,
EXET335,+02 ,   ,Exeter St Davids Sig E335 ,404,83424,Wales and Western     ,
EXET664,+02 ,   ,Exeter St Davids Sig 664  ,404,83422,Wales and Western     ,
EXET677,+02 ,   ,Exeter St Davids Sig E677 ,404,83425,Wales and Western     ,
EXET679,+02 ,   ,Exeter Sig 679            ,404,83426,Wales and Western     ,
EXET681,+02 ,   ,Exeter Sig. 681           ,404,83423,Wales and Western     ,
EXET730,+02 ,   ,Exeter Sig 730            ,404,83427,Wales and Western     ,
EXETCAR,+02 ,   ,Exetr Sd Carr Sdgs Wessex ,404,83404,Wales and Western     ,
EXETCCE,+02 ,   ,Exeter Central ISU (CE)   ,404,83433,Wales and Western     ,
EXETDPT,+02 ,   ,Exeter St Davids Prem Tran,404,83405,Wales and Western     ,
EXETE35,+02 ,   ,Exeter St Davids Sig. E35 ,404,83519,Wales and Western     ,
EXETERC,+02 ,EXC,Exeter Central            ,404,83431,Wales and Western     ,
EXETEXM,+02 ,   ,Exminster                 ,404,83595,Wales and Western     ,
EXETGBR,+02 ,   ,Exeter Alphington Road GBR,404,83514,Wales and Western     ,
EXETMBS,+02 ,   ,Exeter Alphington Road    ,404,83513,Wales and Western     ,
EXETRCB,+02 ,   ,Exeter City Basin         ,404,83516,Wales and Western     ,
